ppid,trial_num_in_block,time,order,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt,tracking,combined_vel,combined_vel_lat,combined_acc,combined_acc_lat,combined_dec,combined_dec_lat,ovr_vel_m_filt,ovr_vel_lat_filt,ovr_acc_m_filtfilt,ovr_acc_lat_filtfilt,ovr_dec_m_filtfilt,ovr_dec_lat_filtfilt
d3-024,1,pre,pre,1691.86521200223,330,10534.6296918823,-5933.11204139589,230,445,steamvr,1691.86521200223,330,10534.6296918823,230,-5933.11204139589,445,2047.02993587221,330,13557.5693365718,230,-7171.85172094616,585
d3-024,2,post,first,1277.76244205719,360,8148.94032389854,-4953.39551695808,190,525,steamvr,1277.76244205719,360,8148.94032389854,190,-4953.39551695808,525,1516.8915083178,355,10791.2949522998,195,-5578.99144311886,530
d3-024,2,pre,pre,1194.75045159923,325,7502.83308459621,-4489.15666420367,230,675,steamvr,1194.75045159923,325,7502.83308459621,230,-4489.15666420367,675,1450.38071652319,315,9551.46926563298,235,-5745.40050795917,680
d3-024,3,post,first,1352.23286616047,410,7114.64981147842,-5506.87343791761,230,550,steamvr,1352.23286616047,410,7114.64981147842,230,-5506.87343791761,550,1638.36641711602,430,9911.61403267577,230,-6938.2616297971,555
d3-024,3,pre,pre,1510.70285298698,295,11958.9533953056,-5162.68801414665,205,475,steamvr,1510.70285298698,295,11958.9533953056,205,-5162.68801414665,475,1854.1319135096,285,15865.1021732141,205,-6085.97856306143,475
d3-024,4,post,first,1322.95289454014,350,7119.97405294143,-5361.02814500406,175,540,steamvr,1322.95289454014,350,7119.97405294143,175,-5361.02814500406,540,1583.28899846099,330,9267.14333606565,165,-6615.70761999932,520
d3-024,4,pre,pre,1276.87606432818,340,7729.54177394653,-3541.25621174085,205,565,steamvr,1276.87606432818,340,7729.54177394653,205,-3541.25621174085,565,1513.77506788632,330,9913.15550358157,205,-4227.72122466778,565
d3-024,5,post,first,1263.47103066461,365,6045.4828967747,-5685.18581950876,230,530,steamvr,1263.47103066461,365,6045.4828967747,230,-5685.18581950876,530,1528.43072956938,330,7655.77575880266,220,-6530.88501044806,535
d3-024,5,pre,pre,1375.66346393186,405,7938.73213930648,-5340.86938901641,210,525,steamvr,1375.66346393186,405,7938.73213930648,210,-5340.86938901641,525,1619.93968177917,420,10583.3350583139,215,-6186.72083808927,535
d3-024,6,post,first,1217.98640132659,355,5801.13204494354,-4577.75928700692,205,570,steamvr,1217.98640132659,355,5801.13204494354,205,-4577.75928700692,570,1473.07861992606,340,7687.01376174276,200,-5388.1750642727,575
d3-024,6,pre,pre,1307.09024524023,335,7795.70816479505,-4893.96163776389,205,625,steamvr,1307.09024524023,335,7795.70816479505,205,-4893.96163776389,625,1552.29933533524,310,9856.42054211478,205,-6521.06361672917,620
d3-024,7,post,first,1410.32712855483,490,4745.43402834568,-5707.06898204823,210,615,steamvr,1410.32712855483,490,4745.43402834568,210,-5707.06898204823,615,1662.32953156945,505,5949.32135024074,240,-7112.3959397412,630
d3-024,7,pre,pre,1130.99733183724,375,5842.76696767582,-4026.96580344831,205,585,steamvr,1130.99733183724,375,5842.76696767582,205,-4026.96580344831,585,1336.75549066103,370,7522.72750581415,210,-4800.58311163974,590
d3-024,8,post,first,1339.4819736691,400,8162.65860924399,-5242.38515953602,205,545,steamvr,1339.4819736691,400,8162.65860924399,205,-5242.38515953602,545,1638.59399085517,325,10730.9999572737,205,-6331.38527901584,555
d3-024,8,pre,pre,1235.97807399752,350,7690.1658365748,-4777.42248587822,200,555,steamvr,1235.97807399752,350,7690.1658365748,200,-4777.42248587822,555,1454.53574835618,355,9915.26346379179,205,-5592.81173296053,565
d3-024,9,post,first,1319.50997447347,420,7455.3303909254,-5469.56292573016,190,535,steamvr,1319.50997447347,420,7455.3303909254,190,-5469.56292573016,535,1583.75842967099,440,9912.98562510035,195,-6850.8604905945,550
d3-024,9,pre,pre,1244.61534807763,370,5771.6034020493,-5181.85261781605,220,525,steamvr,1244.61534807763,370,5771.6034020493,220,-5181.85261781605,525,1480.01132378928,360,7551.86378947141,220,-6063.27367648022,530
d3-024,10,post,first,1180.14222349306,450,6746.43148762159,-5054.69829319064,190,585,steamvr,1180.14222349306,450,6746.43148762159,190,-5054.69829319064,585,1420.66540275633,470,8585.55998908175,200,-6139.93181681799,600
d3-024,10,pre,pre,1263.04361429988,340,6875.58239310072,-4353.95860435183,190,515,steamvr,1263.04361429988,340,6875.58239310072,190,-4353.95860435183,515,1512.90649657946,345,8788.61771331648,190,-4964.85151911542,570
d3-024,11,post,first,1215.17649174502,435,6207.39809196104,-5160.30100493872,205,560,steamvr,1215.17649174502,435,6207.39809196104,205,-5160.30100493872,560,1486.57229058638,330,7730.60649017263,210,-6315.60659563127,580
d3-024,11,pre,pre,1261.32151275976,395,7198.71195526876,-4996.98612735627,205,595,steamvr,1261.32151275976,395,7198.71195526876,205,-4996.98612735627,595,1505.97936496089,395,9372.01287382306,210,-6136.09103554699,600
d3-024,12,post,first,1066.99840049498,525,6731.4744068857,-4440.24258737349,205,655,steamvr,1066.99840049498,525,6731.4744068857,205,-4440.24258737349,655,1337.72745416364,530,8771.74155018893,205,-5425.21494151207,625
d3-024,12,pre,pre,1590.62437046967,465,6973.95033208873,-6181.23516228887,230,585,steamvr,1590.62437046967,465,6973.95033208873,230,-6181.23516228887,585,1914.56239469936,465,9730.16273081451,225,-7446.80008530683,585
d3-024,13,post,first,1128.90821228242,315,6777.63946082608,-3722.96163243706,195,660,steamvr,1128.90821228242,315,6777.63946082608,195,-3722.96163243706,660,1409.76608786815,300,8907.81012845966,190,-4742.85143878419,535
d3-024,13,pre,pre,1289.23897846997,345,7021.48027392902,-5340.13997437928,180,550,steamvr,1289.23897846997,345,7021.48027392902,180,-5340.13997437928,550,1514.73265395589,335,9280.41879433428,175,-6391.29877974615,545
d3-024,14,post,first,948.48593773757,540,5142.71927134465,-4449.73354516705,205,740,steamvr,948.48593773757,540,5142.71927134465,205,-4449.73354516705,740,1173.68704666279,550,6910.56705354351,210,-6021.47752405427,745
d3-024,14,pre,pre,1419.80674787564,455,6932.5254690615,-6461.84498762673,225,535,steamvr,1419.80674787564,455,6932.5254690615,225,-6461.84498762673,535,1686.51570647515,470,9712.418550177,230,-7780.00229875365,540
d3-024,15,post,first,1187.80900409299,325,5574.45434157156,-4582.7479716395,205,560,steamvr,1187.80900409299,325,5574.45434157156,205,-4582.7479716395,560,1466.82682133801,330,7200.05973977955,220,-5347.57561934942,565
d3-024,15,pre,pre,1425.79561102728,430,6329.245008698,-7495.69262564931,160,525,steamvr,1425.79561102728,430,6329.245008698,160,-7495.69262564931,525,1739.93199665803,450,8212.10122466932,175,-9443.40749086535,530
d3-024,16,post,first,1119.02747200647,360,6051.80252428789,-3499.95443303431,225,590,steamvr,1119.02747200647,360,6051.80252428789,225,-3499.95443303431,590,1375.01490462897,350,7822.74094078973,235,-4115.75297766113,595
d3-024,16,pre,pre,1267.38103804056,480,5553.08186085881,-4379.86551292904,215,600,steamvr,1267.38103804056,480,5553.08186085881,215,-4379.86551292904,600,1533.43644694828,500,7579.90812002311,225,-5101.93412757599,605
d3-024,17,post,first,1150.50452398601,385,6903.73583791345,-4186.05125426466,260,600,steamvr,1150.50452398601,385,6903.73583791345,260,-4186.05125426466,600,1416.37542692702,375,9209.58526172637,260,-5194.84182443811,615
d3-024,17,pre,pre,1392.79136401176,435,7743.73397395017,-6022.11528571661,200,550,steamvr,1392.79136401176,435,7743.73397395017,200,-6022.11528571661,550,1630.35525218245,455,10306.0680163794,215,-7285.09324059019,565
d3-024,18,post,first,1193.00983828861,380,5637.18662174524,-4064.12189813505,255,570,steamvr,1193.00983828861,380,5637.18662174524,255,-4064.12189813505,570,1448.58303502209,370,6984.22545756899,250,-4801.446631736,560
d3-024,18,pre,pre,1327.79176456126,495,6309.06899288512,-5092.21155555289,245,595,steamvr,1327.79176456126,495,6309.06899288512,245,-5092.21155555289,595,1578.08831830424,500,8866.03014719577,255,-6299.34287029116,595
