ppid,trial_num_in_block,order,time,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt
d3-003,17,pre,pre,1067.670969032,385,7097.50623531376,-4672.89245970422,225,500
d3-003,18,pre,pre,1109.51408666139,380,6494.64487760232,-5412.2318234487,195,500
d3-004,1,first,post,717.823344614899,445,3082.46961251644,-4455.58366486634,320,490
d3-004,2,first,post,1217.39912725962,375,4406.11168327142,-4455.58366486634,160,490
d3-004,3,first,post,1210.89357205939,360,5601.89435459158,-4702.87002169305,275,490
d3-004,4,first,post,1126.9110467648,330,6071.35973536031,-4114.77854470994,190,685
d3-004,5,first,post,1306.78689522123,365,5537.58943416577,-5482.32058393771,145,520
d3-004,6,first,post,1385.019885439,380,5992.0225373785,-6766.37487849857,160,485
d3-004,7,first,post,1509.41934549734,315,7636.02424165027,-6712.65989384753,170,405
d3-004,8,first,post,1436.44968113289,370,5330.23192776325,-6862.80851588733,235,500
d3-004,9,first,post,1518.37127431404,360,7377.02528976256,-7723.91971833802,240,430
d3-004,10,first,post,1445.28400453573,325,6699.14045237358,-7800.17387001622,150,450
d3-004,11,first,post,1527.34023698692,320,7514.95633190099,-7109.18647701408,160,415
d3-004,12,first,post,1362.63201773825,330,7597.75709488618,-5807.15877111996,200,480
d3-004,13,first,post,1460.93956638626,320,7856.99881369241,-6502.9789268524,185,460
d3-004,14,first,post,1568.16817235019,335,7569.79458722733,-8164.91930243322,140,415
d3-004,15,first,post,1520.58163269082,330,7035.06218134844,-7525.13061361371,170,455
d3-004,16,first,post,1389.76016687162,365,7430.59582930801,-7651.17884745176,190,465
d3-004,17,first,post,1492.79602451256,350,7837.48238610272,-8067.00427735366,165,435
d3-004,18,first,post,1221.54756709845,330,7841.37770246631,-5520.58914071835,180,580
d3-004,1,pre,pre,960.23706974823,555,3905.39334899955,-2327.93237774079,430,875
d3-004,2,pre,pre,774.833134478701,635,3214.78027801332,-2658.87722460357,150,785
d3-004,3,pre,pre,1017.52426590235,400,4512.84740158789,-2921.52428921927,255,625
d3-004,4,pre,pre,1105.21476706184,355,5498.63189742432,-3473.64117555315,165,520
d3-004,5,pre,pre,1220.85135292704,400,6103.82390312865,-6423.45956474318,230,535
d3-004,6,pre,pre,1195.25929596238,380,4663.22649752943,-4541.99026984406,245,535
d3-004,7,pre,pre,1312.1227007007,340,5566.44665550713,-5971.94424534977,175,415
d3-004,8,pre,pre,1158.52047693964,390,5033.05168619512,-3849.14466336925,155,580
d3-004,9,pre,pre,1196.42249911598,390,5218.15040579117,-4832.44991343497,225,535
d3-004,10,pre,pre,1241.06455018107,430,5857.04846626864,-4808.06850506078,260,595
d3-004,11,pre,pre,1253.47027210243,400,5855.05015115705,-5956.21382258242,235,525
d3-004,12,pre,pre,1355.91646939009,380,5948.0551878684,-5950.042795256,205,525
d3-004,13,pre,pre,1271.22635831548,370,5724.23144915113,-5425.53350592824,210,485
d3-004,14,pre,pre,1425.80673432537,450,7523.83318759387,-6427.71130564341,280,545
d3-004,15,pre,pre,1262.40170942071,365,6659.74940817817,-6632.46666717102,155,510
d3-004,16,pre,pre,1343.71680843108,395,7455.78945830141,-6271.38966095899,150,540
d3-004,17,pre,pre,1306.85024996381,375,6117.67670331923,-5857.14152190266,265,535
d3-004,18,pre,pre,1198.30997147039,395,4798.48116572921,-4865.51511461423,275,490
d3-005,1,first,post,1054.40469917229,245,8215.04595527573,-3877.07691572328,125,470
d3-005,2,first,post,1023.01786658625,365,5587.64285134561,-4885.65229742412,195,580
d3-005,3,first,post,1077.1794073312,325,5809.81278460006,-3721.53096379789,195,500
d3-005,4,first,post,993.782834621879,480,4989.24627718299,-3893.78785398038,200,650
d3-005,5,first,post,984.804397449092,345,6123.29644744608,-2876.93971062712,225,700
d3-005,6,first,post,1122.02371453477,475,6271.8276030215,-4014.19100603233,265,520
d3-005,7,first,post,1051.20181233605,410,3596.4636413849,-4795.97409011241,215,680
d3-005,8,first,post,1132.3337785653,390,6518.8839697936,-3491.29839257394,300,485
d3-005,9,first,post,1305.82699475551,535,9312.44351842548,-11265.9752030718,515,565
d3-005,10,first,post,1042.19308847358,425,5605.37340512057,-3773.86801687131,245,680
d3-005,11,first,post,1266.80055244348,485,13337.5685021728,-5626.3034513057,465,570
d3-005,12,first,post,1067.32949829575,390,4964.82808113614,-4666.92549658485,290,705
d3-005,13,first,post,1066.51360484567,475,6357.68648275655,-5022.2193167134,185,600
d3-005,14,first,post,908.525542321545,340,5958.65278307312,-3374.24654193827,240,510
d3-005,15,first,post,1081.97755382616,310,5809.86622630058,-3208.11027083696,175,635
d3-005,16,first,post,1113.24412668363,400,5361.67150776485,-4410.54788147885,280,690
d3-005,17,first,post,1143.32900996565,490,5304.89491814675,-4947.19414481593,260,625
d3-005,18,first,post,1246.35812015452,460,6436.65904654128,-7681.85777898009,310,570
d3-005,1,pre,pre,1441.35051485357,360,10446.6778753759,-7180.45243977356,110,520
d3-005,2,pre,pre,1033.13706571116,355,5139.01324972426,-3407.77482335629,130,710
d3-005,3,pre,pre,917.203250721205,340,7692.65406911592,-3248.66613105188,150,595
d3-005,4,pre,pre,1328.41004488657,340,6943.67496007086,-6988.00848299123,175,450
d3-005,5,pre,pre,1375.73218592085,420,6733.20360730805,-7643.64892114445,140,470
d3-005,6,pre,pre,1237.66563670856,345,6923.01487539479,-5263.7206143384,170,440
d3-005,7,pre,pre,952.52138399006,510,5591.14003599952,-4319.82383353751,135,615
d3-005,8,pre,pre,1060.03130752622,410,7599.65882252043,-5360.45933156452,175,485
d3-005,9,pre,pre,1314.73807989622,390,6742.53053766982,-6412.95993998748,215,485
d3-005,10,pre,pre,1158.88702444708,335,7003.75600751111,-6263.58835463066,175,465
d3-005,11,pre,pre,1099.01353681685,375,10078.1852180473,-6300.75714146577,195,530
d3-005,12,pre,pre,1233.16830659596,385,5331.62615583686,-5515.11819864448,335,490
d3-005,13,pre,pre,1281.29396331408,280,15790.0774908626,-4430.75419640266,255,675
d3-005,14,pre,pre,1202.2992018289,355,8057.35029104365,-5283.00701417619,160,470
d3-005,15,pre,pre,1296.87691010473,390,7940.53865764264,-6998.4083401905,365,520
d3-005,16,pre,pre,1162.41680420464,330,8696.23191303018,-5237.43547309697,210,525
d3-005,17,pre,pre,1521.22635635894,500,14865.8795626496,-10508.791274285,475,530
d3-005,18,pre,pre,1116.62005258642,440,6738.08919783262,-4232.6952504751,225,605
d3-006,1,second,post,1095.1263394704,535,3218.84992604272,-3622.54766745416,450,665
d3-006,2,second,post,1274.34225357252,420,6060.50170550648,-4462.71068049728,385,525
d3-006,3,second,post,1030.18514586743,525,4138.32658438502,-6476.56201402961,205,660
d3-006,4,second,post,1281.43071852604,445,7326.5282744001,-5397.55935217798,165,505
d3-006,5,second,post,1039.4410144517,465,4572.60092170546,-6012.17126494439,205,625
d3-006,6,second,post,1168.14146697256,550,8533.38985778261,-10745.7315415595,780,830
d3-006,7,second,post,1128.43163306497,520,3767.05796647257,-4387.33367212734,250,675
d3-006,8,second,post,1338.07825909325,1125,17473.2497358522,-13373.939460202,1100,1150
d3-006,9,second,post,1263.23013078028,515,8370.6916817291,-7489.60532630366,155,550
d3-006,10,second,post,1051.31805885383,455,6036.05645138176,-4445.54637451928,195,565
d3-006,11,second,post,1098.38502713368,465,5852.89228843672,-5090.02513052281,220,650
d3-006,12,second,post,951.890398928551,475,5294.41488036083,-3566.66799396196,190,640
d3-006,13,second,post,1189.85051874689,445,6197.5254595016,-5037.39951860274,170,525
d3-006,14,second,post,1062.67120032085,505,4372.37387811105,-4672.81431494869,245,655
d3-006,15,second,post,1125.81286784029,500,5437.34384761259,-5198.05922533114,245,645
d3-006,16,second,post,889.246745234755,530,4175.30894117101,-3744.71513971952,280,715
d3-006,17,second,post,914.001112615936,630,3771.23242281533,-2584.14441775223,1390,765
d3-006,18,second,post,1132.02181035622,450,8260.58465212384,-5392.27506005028,250,610
d3-007,1,first,post,1120.18442264101,315,7994.05782277121,-4173.14903640448,160,495
d3-007,2,first,post,829.994206365667,480,3531.53672273318,-3501.84926482395,150,615
d3-007,3,first,post,1273.47979380666,315,7392.26092291421,-6549.31323495596,150,430
d3-007,4,first,post,1387.53827870491,310,9339.69220042412,-5567.85645551992,190,480
d3-007,5,first,post,1191.07371195118,325,8380.5624797088,-5218.6647280368,150,460
d3-007,6,first,post,1154.13036649292,475,9027.54030794009,-4922.78607378872,320,610
d3-007,7,first,post,1099.31651736924,305,8479.9516150381,-5799.64982624297,180,410
d3-007,8,first,post,1259.90754049028,310,7751.7659574141,-6364.95922517371,150,430
d3-007,9,first,post,1055.41214373957,320,7403.61314113711,-4420.3770310387,155,450
d3-007,10,first,post,1274.2043586102,320,8098.95535119024,-6976.32134947089,150,395
d3-007,11,first,post,1070.91150642816,265,8546.24973070071,-3681.254394876,135,515
d3-007,12,first,post,1102.43804335557,310,9665.08284823348,-4876.89186778335,155,405
d3-007,13,first,post,1658.37352259101,280,19398.8288634949,-7005.33828127064,255,310
d3-007,14,first,post,1160.04803842326,335,8157.44204681228,-4525.16810690981,155,460
d3-007,15,first,post,1094.19592231536,265,9074.89998318494,-5161.64289763593,135,375
d3-007,16,first,post,1101.32099234057,330,8088.43340984702,-4520.39178092514,160,505
d3-007,17,first,post,1243.05155108786,320,7850.8354251671,-6229.66749356346,165,420
d3-007,18,first,post,1338.55269336097,305,7639.04098194068,-4793.95051996806,155,405
d3-008,1,second,post,686.832924076563,465,3289.8391269244,-1696.92571379323,215,540
d3-008,2,second,post,872.687946735549,405,3614.1992042255,-3215.60164271769,175,565
d3-008,3,second,post,927.63484572262,420,4623.15652473681,-3037.33509189443,200,480
d3-008,4,second,post,909.631606327608,425,3213.810675365,-4056.80102057666,175,520
d3-008,5,second,post,1010.97250436949,465,3565.88647162114,-4673.2473679578,280,590
d3-008,6,second,post,899.059881928539,430,4680.97019459861,-4174.79145106719,200,565
d3-008,7,second,post,898.159329382922,465,3062.78671454783,-3407.85889203528,225,745
d3-008,8,second,post,1077.46416124502,425,4036.59598491971,-3557.28009520128,295,605
d3-008,9,second,post,827.883534035636,420,3934.4340942639,-2827.69855128744,225,495
d3-008,10,second,post,893.504157754961,385,3823.84058926198,-2986.49758207863,120,590
d3-008,11,second,post,976.726299393698,475,3135.39939963539,-3678.0225772553,350,770
d3-008,12,second,post,895.033048792427,460,3551.32696746511,-3511.20102264611,160,560
d3-008,13,second,post,873.116980043206,375,4662.66822011148,-3539.73554323424,210,600
d3-008,14,second,post,925.353160749655,405,3113.44342903975,-3784.2790766476,130,515
d3-008,15,second,post,994.646592046947,400,6286.6791141191,-4533.24898994864,205,545
d3-008,16,second,post,977.597799951895,410,3796.1071687736,-4319.5029796292,120,585
d3-008,17,second,post,1001.95171854515,425,4223.27737799253,-3242.80781519148,210,525
d3-008,18,second,post,1002.02717736513,370,4795.1177362988,-3679.19836371761,140,665
d3-008,1,pre,pre,694.861508883257,400,3482.55427658397,-1789.34847531849,120,575
d3-008,2,pre,pre,621.843039310664,330,4253.42259853601,-1781.8878398641,125,595
d3-008,3,pre,pre,703.808379232625,355,3871.67505390936,-2508.47288573444,155,420
d3-008,4,pre,pre,804.172718443291,560,3433.82499909748,-2626.62625776776,470,620
d3-008,5,pre,pre,860.483869719182,455,2728.99234159885,-2688.90509171808,330,555
d3-008,6,pre,pre,957.039449988303,355,4510.84421999357,-3495.16913000945,205,455
d3-008,7,pre,pre,765.796328569491,395,2510.68583181136,-2350.61180935959,130,570
d3-008,8,pre,pre,946.506433997813,415,3890.96859674351,-3383.8980794351,280,530
d3-008,9,pre,pre,737.538564955814,475,3819.80682109332,-2568.56834493072,235,640
d3-008,10,pre,pre,919.412496185461,495,3213.00846264345,-3108.48775085408,345,630
d3-008,11,pre,pre,969.009940104095,505,4214.6403036703,-3773.32353378708,355,640
d3-008,12,pre,pre,905.646300440111,425,5245.07471875915,-2774.15624243779,255,590
d3-008,13,pre,pre,974.603000352721,570,3441.65006795903,-4915.97074160324,390,715
d3-008,14,pre,pre,782.009468157366,425,4351.52880950154,-3532.29579390075,160,595
d3-008,15,pre,pre,836.69468508926,530,3753.16987214159,-3277.72746591027,230,655
d3-008,16,pre,pre,888.794874534195,355,3634.8849300285,-3382.09482570101,225,560
d3-008,17,pre,pre,876.556094487528,500,3516.08022963629,-4477.67940649307,255,600
d3-008,18,pre,pre,934.694030670398,370,4116.92803488843,-2835.1420815535,180,475
