experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0
1_tooluseinVR,d1-001,1,30,2,12,667.4942,670.8379,,,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T030.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,,,
1_tooluseinVR,d1-001,1,31,2,13,672.9234,676.1036,,,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T031.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,,,
1_tooluseinVR,d1-001,1,32,2,14,678.1785,681.1455,,,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T032.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,,,
1_tooluseinVR,d1-001,1,33,2,15,683.2314,686.5877,,,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T033.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,,,
1_tooluseinVR,d1-001,1,34,2,16,688.6738,691.762,,,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T034.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,,,
1_tooluseinVR,d1-001,1,35,2,17,693.8358,697.1928,,,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T035.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T035.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T035.csv,,,
1_tooluseinVR,d1-001,1,36,2,18,700.31,703.5449,,,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T036.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T036.csv,1_tooluseinVR/d1-001/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T036.csv,,,
1_tooluseinVR,d1-001,1,37,3,1,892.7896,897.5776,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv
1_tooluseinVR,d1-001,1,38,3,2,899.6729,903.3618,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv
1_tooluseinVR,d1-001,1,39,3,3,905.439,909.4358,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv
1_tooluseinVR,d1-001,1,40,3,4,911.5269,915.2327,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv
1_tooluseinVR,d1-001,1,41,3,5,917.3331,920.8185,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv
1_tooluseinVR,d1-001,1,42,3,6,922.9091,926.7717,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv
1_tooluseinVR,d1-001,1,43,3,7,928.8716,932.8484,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv
1_tooluseinVR,d1-001,1,44,3,8,934.9488,938.723,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv
1_tooluseinVR,d1-001,1,45,3,9,940.8099,944.5206,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv
1_tooluseinVR,d1-001,1,46,3,10,946.5977,950.239,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv
1_tooluseinVR,d1-001,1,47,3,11,952.3062,955.4799,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv
1_tooluseinVR,d1-001,1,48,3,12,957.5701,960.9117,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv
1_tooluseinVR,d1-001,1,49,3,13,962.9998,966.286,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv
1_tooluseinVR,d1-001,1,50,3,14,968.3852,971.741,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv
1_tooluseinVR,d1-001,1,51,3,15,973.8267,977.1487,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv
1_tooluseinVR,d1-001,1,52,3,16,979.2266,982.6795,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv
1_tooluseinVR,d1-001,1,53,3,17,984.7582,988.221,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv
1_tooluseinVR,d1-001,1,54,3,18,990.3098,994.053,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv
1_tooluseinVR,d1-001,1,55,3,19,996.1315,999.4828,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv
1_tooluseinVR,d1-001,1,56,3,20,1001.572,1005.072,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv
1_tooluseinVR,d1-001,1,57,3,21,1007.157,1010.712,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv
1_tooluseinVR,d1-001,1,58,3,22,1012.8,1016.564,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv
1_tooluseinVR,d1-001,1,59,3,23,1018.652,1022.214,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv
1_tooluseinVR,d1-001,1,60,3,24,1024.295,1027.957,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv
1_tooluseinVR,d1-001,1,61,3,25,1030.057,1033.833,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv
1_tooluseinVR,d1-001,1,62,3,26,1035.93,1039.665,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv
1_tooluseinVR,d1-001,1,63,3,27,1041.751,1045.381,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv
1_tooluseinVR,d1-001,1,64,3,28,1047.46,1050.938,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv
1_tooluseinVR,d1-001,1,65,3,29,1053.024,1057.389,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv
1_tooluseinVR,d1-001,1,66,3,30,1059.466,1063.087,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv
1_tooluseinVR,d1-001,1,67,3,31,1065.173,1068.995,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv
1_tooluseinVR,d1-001,1,68,3,32,1071.082,1074.925,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv
1_tooluseinVR,d1-001,1,69,3,33,1077.012,1080.7,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv
1_tooluseinVR,d1-001,1,70,3,34,1082.766,1086.829,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv
1_tooluseinVR,d1-001,1,71,3,35,1088.919,1092.506,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv
1_tooluseinVR,d1-001,1,72,3,36,1094.606,1098.169,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv
1_tooluseinVR,d1-001,1,73,3,37,1100.258,1103.723,,,,,,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,1_tooluseinVR/d1-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv
