experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0
2_toolusenotinVR,209,2,19,1,19,188.9107,192.3094,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,,,
2_toolusenotinVR,209,2,20,1,20,195.2632,198.862,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,,,
2_toolusenotinVR,209,2,21,1,21,201.8159,205.2363,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,,,
2_toolusenotinVR,209,2,22,1,22,208.1911,212.2997,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,,,
2_toolusenotinVR,209,2,23,1,23,215.2535,219.552,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,,,
2_toolusenotinVR,209,2,24,1,24,222.5066,225.5269,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,,,
2_toolusenotinVR,209,2,25,1,25,228.4808,231.9463,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,,,
2_toolusenotinVR,209,2,26,1,26,234.9,238.1543,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,,,
2_toolusenotinVR,209,2,27,1,27,241.1085,244.5739,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,,,
2_toolusenotinVR,209,2,28,1,28,247.5273,251.07,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,,,
2_toolusenotinVR,209,2,29,1,29,254.0249,257.6447,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,,,
2_toolusenotinVR,209,2,30,1,30,260.5995,264.12,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,,,
2_toolusenotinVR,209,2,31,1,31,267.0741,271.1162,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,,,
2_toolusenotinVR,209,2,32,1,32,274.0706,277.2913,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,,,
2_toolusenotinVR,209,2,33,1,33,280.2455,286.6534,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,,,
2_toolusenotinVR,209,2,34,1,34,289.6082,293.0834,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,,,
2_toolusenotinVR,209,2,35,1,35,296.0379,301.5129,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,,,
2_toolusenotinVR,209,2,36,1,36,304.4674,308.5878,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,,,
2_toolusenotinVR,209,2,37,1,37,311.5418,315.4168,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,,,
2_toolusenotinVR,209,2,38,1,38,318.3716,322.0704,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv,,,
2_toolusenotinVR,209,2,39,1,39,325.0245,328.6447,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv,,,
2_toolusenotinVR,209,2,40,1,40,331.5984,335.5636,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv,,,
2_toolusenotinVR,209,2,41,1,41,338.518,341.9717,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T077.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T077.csv,,,
2_toolusenotinVR,209,2,42,1,42,344.9263,348.4242,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T078.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T078.csv,,,
2_toolusenotinVR,209,2,43,1,43,351.379,356.1095,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T079.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T079.csv,,,
2_toolusenotinVR,209,2,44,1,44,359.0638,362.6721,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T080.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T080.csv,,,
2_toolusenotinVR,209,2,45,1,45,365.6269,373.0129,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T081.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T081.csv,,,
2_toolusenotinVR,209,2,46,1,46,375.967,379.6425,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T082.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T082.csv,,,
2_toolusenotinVR,209,2,47,1,47,382.5967,386.2286,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T083.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T083.csv,,,
2_toolusenotinVR,209,2,48,1,48,389.1827,392.5923,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T084.csv,2_toolusenotinVR/209/S002/trackers/tool_reach/tool_reach_ppt_tool_movement_T084.csv,,,
2_toolusenotinVR,209,2,49,2,1,522.8754,525.7509,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T085.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T085.csv,
2_toolusenotinVR,209,2,50,2,2,528.7054,531.6154,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T086.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T086.csv,
2_toolusenotinVR,209,2,51,2,3,534.5698,537.38,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T087.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T087.csv,
2_toolusenotinVR,209,2,52,2,4,540.3336,543.2102,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T088.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T088.csv,
2_toolusenotinVR,209,2,53,2,5,546.1638,548.9519,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T089.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T089.csv,
2_toolusenotinVR,209,2,54,2,6,551.9058,554.8035,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T090.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T090.csv,
2_toolusenotinVR,209,2,55,2,7,557.7589,560.6014,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T091.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T091.csv,
2_toolusenotinVR,209,2,56,2,8,563.5558,566.3655,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T092.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T092.csv,
2_toolusenotinVR,209,2,57,2,9,569.3199,571.908,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T093.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T093.csv,
2_toolusenotinVR,209,2,58,2,10,574.8616,577.8271,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T094.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T094.csv,
2_toolusenotinVR,209,2,59,2,11,580.7815,583.5356,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T095.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T095.csv,
2_toolusenotinVR,209,2,60,2,12,586.4891,589.2106,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T096.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T096.csv,
2_toolusenotinVR,209,2,61,2,13,592.1652,595.0083,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T097.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T097.csv,
2_toolusenotinVR,209,2,62,2,14,597.9621,600.7162,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T098.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T098.csv,
2_toolusenotinVR,209,2,63,2,15,603.6704,606.547,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T099.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T099.csv,
2_toolusenotinVR,209,2,64,2,16,609.5008,612.3672,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T100.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T100.csv,
2_toolusenotinVR,209,2,65,2,17,615.3204,618.0305,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T101.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T101.csv,
2_toolusenotinVR,209,2,66,2,18,620.9851,623.7346,,,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T102.csv,2_toolusenotinVR/209/S002/trackers/manual_reach/manual_reach_ppt_hand_movement_T102.csv,
2_toolusenotinVR,209,2,67,3,1,809.0734,812.2165,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T103.csv
2_toolusenotinVR,209,2,68,3,2,816.2482,821.1343,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T104.csv
2_toolusenotinVR,209,2,69,3,3,825.1774,827.9753,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T105.csv
2_toolusenotinVR,209,2,70,3,4,832.0072,839.9921,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T106.csv
2_toolusenotinVR,209,2,71,3,5,844.0461,848.3218,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T107.csv
2_toolusenotinVR,209,2,72,3,6,852.3752,857.9056,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T108.csv
2_toolusenotinVR,209,2,73,3,7,861.9482,866.9461,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T109.csv
2_toolusenotinVR,209,2,74,3,8,870.989,875.7526,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T110.csv
2_toolusenotinVR,209,2,75,3,9,879.796,884.1711,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T111.csv
2_toolusenotinVR,209,2,76,3,10,888.2254,892.501,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T112.csv
2_toolusenotinVR,209,2,77,3,11,896.5545,904.0953,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T113.csv
2_toolusenotinVR,209,2,78,3,12,908.1491,910.4813,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T114.csv
2_toolusenotinVR,209,2,79,3,13,914.5349,919.5884,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T115.csv
2_toolusenotinVR,209,2,80,3,14,923.6417,927.3511,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T116.csv
2_toolusenotinVR,209,2,81,3,15,931.4044,935.1141,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T117.csv
2_toolusenotinVR,209,2,82,3,16,939.1571,943.9323,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T118.csv
2_toolusenotinVR,209,2,83,3,17,947.9839,954.6609,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T119.csv
2_toolusenotinVR,209,2,84,3,18,958.7138,963.489,,,,,2_toolusenotinVR/209/S002/trackers/landmark/landmarkstimulus_estimates_T120.csv
