experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_eyeTrackingData_location_0
1_tooluseinVR,d1-021,1,19,2,1,995.0198,998.1392,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T019.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T019.csv,,,
1_tooluseinVR,d1-021,1,20,2,2,1002.173,1003.394,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T020.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T020.csv,,,
1_tooluseinVR,d1-021,1,21,2,3,1007.448,1008.092,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T021.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T021.csv,,,
1_tooluseinVR,d1-021,1,22,2,4,1012.146,1012.613,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T022.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T022.csv,,,
1_tooluseinVR,d1-021,1,23,2,5,1016.665,1020.586,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T023.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T023.csv,,,
1_tooluseinVR,d1-021,1,24,2,6,1024.618,1027.783,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T024.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T024.csv,,,
1_tooluseinVR,d1-021,1,25,2,7,1031.837,1032.847,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T025.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T025.csv,,,
1_tooluseinVR,d1-021,1,26,2,8,1036.9,1039.332,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T026.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T026.csv,,,
1_tooluseinVR,d1-021,1,27,2,9,1043.365,1046.619,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T027.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T027.csv,,,
1_tooluseinVR,d1-021,1,28,2,10,1050.672,1052.171,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T028.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T028.csv,,,
1_tooluseinVR,d1-021,1,29,2,11,1056.214,1059.524,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T029.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T029.csv,,,
1_tooluseinVR,d1-021,1,30,2,12,1063.577,1065.798,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T030.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T030.csv,,,
1_tooluseinVR,d1-021,1,31,2,13,1069.841,1073.673,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T031.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T031.csv,,,
1_tooluseinVR,d1-021,1,32,2,14,1077.725,1079.559,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T032.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T032.csv,,,
1_tooluseinVR,d1-021,1,33,2,15,1083.613,1085.356,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T033.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T033.csv,,,
1_tooluseinVR,d1-021,1,34,2,16,1089.408,1091.753,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T034.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T034.csv,,,
1_tooluseinVR,d1-021,1,35,2,17,1095.785,1098.25,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T035.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T035.csv,,,
1_tooluseinVR,d1-021,1,36,2,18,1102.281,1105.891,,,,1_tooluseinVR/d1-021/S001/trackers/landmark/landmarkstimulus_estimates_T036.csv,1_tooluseinVR/d1-021/S001/trackers/landmark/landmark_eyeTrackingData_T036.csv,,,
1_tooluseinVR,d1-021,1,37,3,1,1452.003,1459.511,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv
1_tooluseinVR,d1-021,1,38,3,2,1486.023,1491.908,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv
1_tooluseinVR,d1-021,1,39,3,3,1494.863,1500.226,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv
1_tooluseinVR,d1-021,1,40,3,4,1503.181,1509.544,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv
1_tooluseinVR,d1-021,1,41,3,5,1512.677,1518.018,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv
1_tooluseinVR,d1-021,1,42,3,6,1521.106,1526.469,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv
1_tooluseinVR,d1-021,1,43,3,7,1639.547,1647.222,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv
1_tooluseinVR,d1-021,1,44,3,8,1650.178,1655.819,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv
1_tooluseinVR,d1-021,1,45,3,9,1658.774,1666.571,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv
1_tooluseinVR,d1-021,1,46,3,10,1669.525,1674.589,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv
1_tooluseinVR,d1-021,1,47,3,11,1677.541,1683.26,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv
1_tooluseinVR,d1-021,1,48,3,12,1686.217,1691.403,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv
1_tooluseinVR,d1-021,1,49,3,13,1694.358,1703.351,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv
1_tooluseinVR,d1-021,1,50,3,14,1706.308,1712.105,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv
1_tooluseinVR,d1-021,1,51,3,15,1715.059,1720.156,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv
1_tooluseinVR,d1-021,1,52,3,16,1723.111,1728.318,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv
1_tooluseinVR,d1-021,1,53,3,17,1731.274,1736.425,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv
1_tooluseinVR,d1-021,1,54,3,18,1739.381,1744.823,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv
1_tooluseinVR,d1-021,1,55,3,19,1747.777,1753.019,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv
1_tooluseinVR,d1-021,1,56,3,20,1755.974,1761.58,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv
1_tooluseinVR,d1-021,1,57,3,21,1764.536,1770.077,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv
1_tooluseinVR,d1-021,1,58,3,22,1773.031,1778.818,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv
1_tooluseinVR,d1-021,1,59,3,23,1781.772,1788.424,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv
1_tooluseinVR,d1-021,1,60,3,24,1791.379,1796.831,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv
1_tooluseinVR,d1-021,1,61,3,25,1799.783,1806.45,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv
1_tooluseinVR,d1-021,1,62,3,26,1809.403,1816.498,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv
1_tooluseinVR,d1-021,1,63,3,27,1819.454,1825.896,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv
1_tooluseinVR,d1-021,1,64,3,28,1828.85,1834.337,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv
1_tooluseinVR,d1-021,1,65,3,29,1837.291,1843.734,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv
1_tooluseinVR,d1-021,1,66,3,30,1846.686,1852.117,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv
1_tooluseinVR,d1-021,1,67,3,31,1855.069,1860.79,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv
1_tooluseinVR,d1-021,1,68,3,32,1863.745,1870.452,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv
1_tooluseinVR,d1-021,1,69,3,33,1873.406,1879.459,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv
1_tooluseinVR,d1-021,1,70,3,34,1882.414,1888.134,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv
1_tooluseinVR,d1-021,1,71,3,35,1891.087,1897.151,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv
1_tooluseinVR,d1-021,1,72,3,36,1900.106,1905.535,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv
1_tooluseinVR,d1-021,1,73,3,37,1908.49,1916.265,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv
1_tooluseinVR,d1-021,1,74,3,38,1931.957,1938.076,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv
1_tooluseinVR,d1-021,1,75,3,39,1941.031,1947.349,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv
1_tooluseinVR,d1-021,1,76,3,40,1950.305,1956.823,,,,,,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv,1_tooluseinVR/d1-021/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv
